期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2
18115,2018/10/1,2,6,13,18,25,1,2
18116,2018/10/3,1,14,17,21,33,7,10
18117,2018/10/6,7,11,13,22,29,3,8
18118,2018/10/8,4,5,14,21,34,6,9
18119,2018/10/10,6,9,11,16,35,2,5
18120,2018/10/13,21,22,25,27,30,8,9
18121,2018/10/15,6,7,21,29,30,1,10
18122,2018/10/17,8,9,21,30,31,5,12
18123,2018/10/20,6,9,29,32,35,2,4
18124,2018/10/22,8,10,12,19,20,10,11
18125,2018/10/24,7,16,20,21,34,4,6
18126,2018/10/27,11,13,15,21,27,5,6
18127,2018/10/29,1,3,4,11,29,8,12
18128,2018/10/31,11,12,14,16,26,8,9
18129,2018/11/3,4,7,21,22,29,3,6
18130,2018/11/5,3,4,16,18,25,1,11
18131,2018/11/7,12,14,21,32,33,2,11
18132,2018/11/10,3,16,22,23,27,1,4
18133,2018/11/12,8,12,14,15,19,1,10
18134,2018/11/14,4,5,19,31,35,2,12
18135,2018/11/17,14,19,23,27,34,6,12
18136,2018/11/19,3,11,12,19,21,5,11
18137,2018/11/21,7,10,22,23,33,8,11
18138,2018/11/24,1,23,24,28,33,4,5
18139,2018/11/26,5,11,16,28,35,6,9
18140,2018/11/28,1,6,8,12,15,3,4
18141,2018/12/1,3,7,23,26,33,4,9
18142,2018/12/3,19,24,28,29,34,10,11
18143,2018/12/5,4,7,20,22,33,1,2
18144,2018/12/8,6,17,18,24,31,7,11
18145,2018/12/10,9,18,29,31,33,6,11
18146,2018/12/12,3,8,9,13,33,1,2
18147,2018/12/15,1,11,26,33,35,2,10
18148,2018/12/17,2,6,24,33,34,2,3
18149,2018/12/19,1,7,10,11,20,3,6
18150,2018/12/22,5,12,13,31,34,10,12
18151,2018/12/24,4,8,18,29,30,3,7
18152,2018/12/26,2,4,5,12,28,8,11
18153,2018/12/29,3,6,7,8,21,1,8
18154,2018/12/31,14,22,23,26,30,3,5
19001,2019/1/2,6,18,23,26,28,3,12
19002,2019/1/5,2,7,14,22,31,1,7
19003,2019/1/7,4,8,18,20,32,10,12
19004,2019/1/9,15,16,17,31,32,3,9
19005,2019/1/12,21,26,27,29,34,5,6
19006,2019/1/14,14,17,19,25,30,4,8
19007,2019/1/16,3,12,16,29,32,1,5
19008,2019/1/19,3,8,17,20,24,6,11
19009,2019/1/21,3,9,15,18,26,6,12
19010,2019/1/23,3,7,24,25,27,2,12
19011,2019/1/26,4,12,13,16,17,4,9
19012,2019/1/28,5,9,17,18,19,7,10
19013,2019/1/30,8,10,15,17,18,1,8
19014,2019/2/2,12,14,20,28,31,9,11
19015,2019/2/11,2,5,10,13,30,4,6
19016,2019/2/13,3,5,13,16,28,2,6
19017,2019/2/16,1,5,7,22,25,3,4
19018,2019/2/18,3,18,19,26,34,6,12
19019,2019/2/20,4,11,19,25,32,1,2
19020,2019/2/23,1,8,16,27,34,3,12
19021,2019/2/25,7,13,17,24,33,1,10
19022,2019/2/27,1,4,14,15,21,1,5
19023,2019/3/2,1,3,14,26,30,6,11
19024,2019/3/4,11,17,19,29,33,8,9
19025,2019/3/6,6,13,16,19,29,3,7
19026,2019/3/9,10,12,15,17,19,2,3
19027,2019/3/11,16,18,24,25,27,2,7
19028,2019/3/13,6,22,28,29,33,2,7
19029,2019/3/16,1,4,18,24,28,2,3
19030,2019/3/18,7,9,13,14,33,2,4
19031,2019/3/20,3,8,21,26,33,4,5
19032,2019/3/23,1,4,7,11,30,7,8
19033,2019/3/25,1,2,4,16,24,7,9
19034,2019/3/27,8,12,15,27,30,1,2
19035,2019/3/30,1,3,5,7,18,8,9
19036,2019/4/1,3,9,21,28,30,1,12
19037,2019/4/3,6,16,26,33,35,4,8
19038,2019/4/6,5,11,16,18,27,7,12
19039,2019/4/8,1,12,18,26,35,6,12
19040,2019/4/10,1,3,31,32,34,1,3
19041,2019/4/13,12,19,20,22,28,2,6
19042,2019/4/15,4,10,13,28,33,11,12
19043,2019/4/17,2,6,7,12,15,6,12
19044,2019/4/20,3,6,10,12,31,1,2
19045,2019/4/22,1,4,16,19,33,3,12
19046,2019/4/24,2,8,14,15,35,10,12
19047,2019/4/27,3,4,10,16,32,4,9
19048,2019/4/29,6,10,16,29,33,5,11
19049,2019/5/1,10,16,22,26,27,7,11
19050,2019/5/4,4,15,16,20,35,3,12
19051,2019/5/6,11,15,16,20,29,4,8
19052,2019/5/8,4,10,15,20,24,7,11
19053,2019/5/11,1,11,19,26,35,11,12
19054,2019/5/13,2,18,23,27,30,5,10
19055,2019/5/15,2,4,6,19,22,2,6
19056,2019/5/18,1,7,10,12,23,6,8
19057,2019/5/20,8,14,16,34,35,6,12
19058,2019/5/22,3,10,13,14,32,7,11
19059,2019/5/25,7,8,15,27,32,8,12
19060,2019/5/27,1,11,12,18,21,8,10
19061,2019/5/29,1,2,13,14,26,5,11
19062,2019/6/1,5,16,23,25,28,1,12
19063,2019/6/3,5,8,15,18,21,4,8
19064,2019/6/5,7,8,13,19,29,11,12
19065,2019/6/8,3,8,10,23,27,2,12
19066,2019/6/10,4,10,11,18,31,5,8
19067,2019/6/12,3,8,11,15,16,2,10
19068,2019/6/15,4,5,8,17,27,6,11
19069,2019/6/17,8,22,23,33,34,4,6
19070,2019/6/19,2,13,15,22,34,2,12
19071,2019/6/22,7,13,14,15,22,7,11
19072,2019/6/24,2,4,6,9,18,7,10
19073,2019/6/26,4,11,19,20,24,8,11
19074,2019/6/29,8,9,13,14,34,5,7
19075,2019/7/1,5,6,7,11,16,2,11
19076,2019/7/3,1,6,11,23,29,1,11
19077,2019/7/6,1,15,17,21,33,7,10
19078,2019/7/8,5,10,21,26,30,1,7
19079,2019/7/10,10,13,16,28,35,4,5
19080,2019/7/13,5,13,18,19,24,2,7
19081,2019/7/15,6,24,26,30,33,2,7
19082,2019/7/17,6,18,20,21,31,3,4
19083,2019/7/20,17,24,26,28,32,7,9
19084,2019/7/22,12,23,25,34,35,1,7
19085,2019/7/24,4,5,6,15,26,8,11
19086,2019/7/27,5,15,16,28,31,2,7
19087,2019/7/29,5,6,18,19,27,7,12
19088,2019/7/31,1,5,18,27,33,6,8
19089,2019/8/3,9,14,18,33,34,3,12
19090,2019/8/5,13,19,28,30,33,2,12
19091,2019/8/7,4,13,20,26,28,3,12
19092,2019/8/10,2,11,15,27,30,2,5
19093,2019/8/12,16,17,26,29,35,1,7
19094,2019/8/14,1,12,14,26,27,7,9
19095,2019/8/17,3,12,17,19,31,2,6
19096,2019/8/19,2,12,22,23,27,2,6
19097,2019/8/21,10,17,20,30,35,10,12
19098,2019/8/24,13,15,17,19,22,3,4
19099,2019/8/26,4,6,18,27,33,7,9
19100,2019/8/28,5,8,12,19,21,6,11
19101,2019/8/31,5,11,18,19,27,5,6
19102,2019/9/2,5,10,15,19,31,3,6
19103,2019/9/4,5,12,22,27,32,4,7
19104,2019/9/7,2,7,19,22,28,3,5
19105,2019/9/9,1,4,9,14,17,1,6
19106,2019/9/11,5,8,10,32,35,2,10
19107,2019/9/14,5,9,19,27,35,2,3
19108,2019/9/16,24,27,28,31,34,4,8
19109,2019/9/18,2,7,8,20,25,11,12
19110,2019/9/21,1,19,23,24,30,4,5
19111,2019/9/23,6,15,20,23,27,8,10
19112,2019/9/25,3,10,16,21,33,5,6
19113,2019/9/28,3,11,27,34,35,1,2
19114,2019/9/30,3,5,7,20,23,4,11
19115,2019/10/9,1,18,21,28,32,5,12
19116,2019/10/12,2,10,16,21,23,2,12
19117,2019/10/14,1,18,21,25,35,7,8
19118,2019/10/16,2,3,13,19,26,2,3
19119,2019/10/19,3,6,9,23,34,2,11
19120,2019/10/21,6,15,17,22,25,1,9
19121,2019/10/23,1,2,3,7,17,4,10
19122,2019/10/26,5,19,25,31,33,10,11
19123,2019/10/28,3,13,15,26,30,5,12
19124,2019/10/30,7,17,26,27,30,6,12
19125,2019/11/2,5,8,9,14,34,2,5
19126,2019/11/4,5,9,16,18,30,4,7
19127,2019/11/6,4,7,8,11,16,9,11
19128,2019/11/9,20,21,25,34,35,3,12
19129,2019/11/11,10,13,18,23,30,6,12
19130,2019/11/13,1,13,20,21,26,4,10
19131,2019/11/16,5,6,14,27,29,6,10
19132,2019/11/18,3,5,6,13,18,10,12
19133,2019/11/20,3,12,24,27,34,1,12
19134,2019/11/23,5,6,7,14,17,10,11
19135,2019/11/25,4,5,19,25,26,1,11
19136,2019/11/27,3,16,20,26,29,3,9
19137,2019/11/30,3,5,12,13,26,7,12
19138,2019/12/2,4,6,7,20,29,2,4
19139,2019/12/4,1,5,7,8,11,6,10
19140,2019/12/7,3,7,8,25,27,3,5
19141,2019/12/9,2,10,20,21,35,1,12
19142,2019/12/11,3,4,26,29,33,6,7
19143,2019/12/14,4,22,23,24,32,6,12
19144,2019/12/16,2,5,20,28,31,2,11
19145,2019/12/18,5,9,19,22,32,3,5
19146,2019/12/21,10,11,26,33,34,1,6
19147,2019/12/23,9,12,19,22,33,7,8
19148,2019/12/25,3,4,7,11,30,8,9
19149,2019/12/28,1,2,7,33,35,6,10
19150,2019/12/30,7,11,12,16,33,5,7
20001,2020/1/1,17,25,26,32,34,4,7
20002,2020/1/4,3,7,18,25,30,2,7
20003,2020/1/6,23,25,26,30,34,3,7
20004,2020/1/8,17,20,21,29,30,5,9
20005,2020/1/11,6,10,33,34,35,1,3
20006,2020/1/13,9,22,25,31,32,8,12
20007,2020/1/15,2,10,19,24,30,5,8
20008,2020/1/18,14,17,19,24,32,1,6
20009,2020/1/20,19,29,31,34,35,6,10
20010,2020/3/14,1,8,13,24,32,2,9
20011,2020/3/16,2,13,19,22,23,2,7
20012,2020/3/18,1,6,18,32,34,1,3
20013,2020/3/21,1,4,5,11,35,3,9
20014,2020/3/23,3,7,9,17,21,3,6
20015,2020/3/25,1,7,23,24,26,3,7
20016,2020/3/28,4,8,19,31,35,1,2
20017,2020/3/30,1,6,7,9,10,2,11
20018,2020/4/1,9,14,16,24,26,4,12
20019,2020/4/4,1,12,22,23,33,1,12
20020,2020/4/6,8,10,12,26,32,5,9
20021,2020/4/8,10,12,24,31,33,4,9
20022,2020/4/11,4,14,20,28,35,2,3
20023,2020/4/13,4,11,23,26,30,1,6
20024,2020/4/15,3,5,6,24,30,3,7
20025,2020/4/18,2,14,21,22,26,5,7
20026,2020/4/20,3,15,26,32,34,8,12
20027,2020/4/22,4,7,20,25,32,3,9
20028,2020/4/25,4,5,28,34,35,1,8
20029,2020/4/27,11,14,17,22,30,7,9
20030,2020/4/29,1,8,17,27,30,5,6
20031,2020/5/2,1,2,5,15,21,4,5
20032,2020/5/4,2,3,9,16,32,3,4
20033,2020/5/6,7,19,20,31,34,5,8
20034,2020/5/9,11,13,20,27,31,2,4
20035,2020/5/11,10,11,22,26,28,2,4
20036,2020/5/13,1,5,11,12,26,2,7
20037,2020/5/16,1,4,10,11,14,2,5
20038,2020/5/18,4,15,20,22,24,1,9
20039,2020/5/20,1,5,15,22,31,2,9
20040,2020/5/23,2,17,20,28,29,1,7
20041,2020/5/25,7,13,20,29,34,4,7
20042,2020/5/27,3,4,5,11,22,5,6
20043,2020/5/30,12,13,17,31,32,1,6
20044,2020/6/1,1,3,22,28,30,2,5
20045,2020/6/3,2,9,16,23,27,3,8
20046,2020/6/6,15,24,27,30,34,4,12
20047,2020/6/8,4,18,27,28,30,3,10
20048,2020/6/10,3,9,10,15,16,7,9
20049,2020/6/13,3,11,15,22,30,8,10
20050,2020/6/15,3,14,16,22,34,2,6
20051,2020/6/17,2,7,9,19,33,1,7
20052,2020/6/20,9,11,26,28,35,6,7
20053,2020/6/22,2,15,18,21,27,3,6
20054,2020/6/24,11,14,15,19,20,3,7
20055,2020/6/27,3,4,12,18,34,10,12
20056,2020/6/29,3,11,25,29,34,3,6
20057,2020/7/1,17,20,21,22,31,2,8
20058,2020/7/4,1,15,19,26,27,5,10
20059,2020/7/6,1,15,22,28,32,3,11
20060,2020/7/8,12,14,25,34,35,3,12
20061,2020/7/11,7,8,12,21,26,1,6
20062,2020/7/13,1,5,14,23,31,2,7
20063,2020/7/15,11,18,20,21,33,6,7
20064,2020/7/18,5,10,23,34,35,1,11
20065,2020/7/20,13,15,26,32,33,5,7
20066,2020/7/22,6,14,21,34,35,3,10
20067,2020/7/25,1,8,14,16,28,4,10
20068,2020/7/27,15,20,23,26,33,2,8
20069,2020/7/29,5,7,26,30,31,7,10
20070,2020/8/1,1,22,30,31,32,4,12
20071,2020/8/3,1,12,16,28,33,3,12
20072,2020/8/5,11,15,18,20,27,5,6
20073,2020/8/8,4,10,12,23,27,8,9
20074,2020/8/10,3,9,10,12,21,4,11
20075,2020/8/12,2,9,10,21,35,1,7
20076,2020/8/15,1,8,18,28,30,10,12
20077,2020/8/17,17,23,28,29,32,1,3
20078,2020/8/19,14,18,20,28,34,10,11
20079,2020/8/22,4,16,24,29,35,2,12
20080,2020/8/24,3,6,22,24,25,9,10
20081,2020/8/26,1,13,15,32,35,8,10
20082,2020/8/29,2,11,12,21,34,4,8
20083,2020/8/31,1,2,17,32,34,4,9
20084,2020/9/2,2,10,20,24,31,6,12
20085,2020/9/5,3,4,11,15,28,2,3
20086,2020/9/7,8,11,15,20,28,4,10
20087,2020/9/9,1,4,20,23,29,4,8
20088,2020/9/12,2,7,23,26,35,1,12
20089,2020/9/14,13,16,20,22,27,1,2
20090,2020/9/16,5,6,27,28,29,11,12
20091,2020/9/19,12,16,20,23,31,5,12
20092,2020/9/21,8,11,17,31,35,7,11
20093,2020/9/23,6,14,25,27,28,4,11
20094,2020/9/26,4,6,7,8,16,2,8
20095,2020/9/28,2,18,25,26,32,2,7
20096,2020/9/30,7,8,10,25,28,3,11
20097,2020/10/5,5,25,27,30,34,6,12
20098,2020/10/7,4,9,15,24,35,4,10
20099,2020/10/10,2,3,11,15,27,4,12
20100,2020/10/12,4,5,8,22,33,7,10
20101,2020/10/14,3,4,5,9,34,7,9
20102,2020/10/17,7,11,18,20,29,9,12
20103,2020/10/19,7,12,13,19,23,2,8
20104,2020/10/21,3,12,23,26,30,4,7
20105,2020/10/24,3,8,12,13,22,4,12
20106,2020/10/26,2,3,11,14,27,4,10
20107,2020/10/28,1,4,13,17,28,3,7
20108,2020/10/31,2,3,6,7,33,8,9
20109,2020/11/2,2,20,21,23,32,6,12
20110,2020/11/4,11,16,20,21,28,5,11
20111,2020/11/7,5,7,9,20,28,2,7
20112,2020/11/9,8,11,13,30,32,2,6
20113,2020/11/11,6,14,18,28,33,2,5
20114,2020/11/14,10,12,21,24,30,3,7
20115,2020/11/16,1,9,18,19,23,1,9
20116,2020/11/18,8,10,12,16,22,3,9
20117,2020/11/21,7,19,20,23,24,5,10
20118,2020/11/23,1,9,15,30,33,4,9
20119,2020/11/25,14,22,24,28,32,7,8
20120,2020/11/28,5,25,26,30,35,4,10
20121,2020/11/30,9,17,27,28,35,3,8
20122,2020/12/2,8,19,29,34,35,6,11
20123,2020/12/5,1,7,11,15,21,4,11
20124,2020/12/7,11,15,24,26,35,4,5
20125,2020/12/9,1,2,3,8,22,1,4
20126,2020/12/12,1,4,9,22,28,4,12
20127,2020/12/14,1,4,17,18,26,3,10
20128,2020/12/16,9,12,13,26,33,4,10
20129,2020/12/19,10,22,27,33,34,1,11
20130,2020/12/21,16,17,23,26,32,2,12
20131,2020/12/23,8,25,27,29,35,2,3
20132,2020/12/26,3,15,16,17,21,7,10
20133,2020/12/28,11,24,26,33,35,8,9
20134,2020/12/30,8,11,13,22,25,4,7
21001,2021/1/2,2,6,12,19,33,8,9
21002,2021/1/4,2,16,26,31,34,9,11
21003,2021/1/6,7,21,28,31,35,4,10
21004,2021/1/9,5,10,17,23,28,2,8
21005,2021/1/11,3,7,10,12,35,3,5
21006,2021/1/13,4,22,25,28,35,4,5
21007,2021/1/16,5,23,30,34,35,8,10
21008,2021/1/18,5,19,20,27,33,3,8
21009,2021/1/20,1,3,20,29,32,5,12
21010,2021/1/23,1,5,16,22,34,8,11
21011,2021/1/25,6,9,11,14,21,1,3
21012,2021/1/27,6,12,20,23,33,1,9
21013,2021/1/30,21,27,28,30,34,8,11
21014,2021/2/1,7,13,20,27,29,4,9
21015,2021/2/3,4,8,17,19,25,1,7
21016,2021/2/6,8,9,10,19,34,1,2
21017,2021/2/8,17,21,26,29,32,2,7
21018,2021/2/20,2,20,23,26,34,5,10
21019,2021/2/22,1,12,13,28,29,3,4
21020,2021/2/24,7,21,22,30,33,4,6
21021,2021/2/27,16,18,29,33,35,9,12
21022,2021/3/1,2,12,22,30,33,2,4
21023,2021/3/3,7,9,13,16,32,2,9
21024,2021/3/6,11,14,21,24,31,2,10
21025,2021/3/8,17,18,23,30,31,10,12
21026,2021/3/10,7,11,20,24,27,1,11
21027,2021/3/13,9,21,22,26,30,4,12
21028,2021/3/15,2,3,5,17,29,4,10
21029,2021/3/17,2,6,10,32,33,4,7
21030,2021/3/20,18,23,25,26,32,2,7
21031,2021/3/22,1,4,19,20,34,3,5
21032,2021/3/24,1,11,14,34,35,7,10
21033,2021/3/27,1,3,5,30,32,1,5
21034,2021/3/29,8,10,14,25,34,7,8
21035,2021/3/31,5,11,16,30,32,3,4
21036,2021/4/3,8,17,25,28,33,7,11
21037,2021/4/5,10,21,27,29,33,4,12
21038,2021/4/7,9,11,20,29,32,1,7
21039,2021/4/10,4,12,14,21,35,2,11
21040,2021/4/12,2,3,9,16,19,3,7
21041,2021/4/14,2,5,9,11,32,4,9
21042,2021/4/17,9,15,20,23,29,4,5
21043,2021/4/19,7,12,17,19,34,1,10
21044,2021/4/21,6,18,31,33,35,10,11
21045,2021/4/24,1,4,6,11,19,7,9
21046,2021/4/26,6,8,12,14,18,6,8
21047,2021/4/28,1,6,9,25,33,4,8
21048,2021/5/1,4,7,17,21,27,10,12
21049,2021/5/3,1,10,22,23,25,2,12
21050,2021/5/5,9,22,32,33,35,5,10
21051,2021/5/8,1,4,14,16,19,3,4
21052,2021/5/10,2,11,13,14,30,9,12
21053,2021/5/12,3,6,15,17,35,7,11
21054,2021/5/15,3,6,17,20,25,3,9
21055,2021/5/17,3,6,10,11,24,10,11
21056,2021/5/19,3,11,16,21,26,9,10
21057,2021/5/22,5,7,19,20,28,5,7
21058,2021/5/24,13,15,17,23,34,1,11
21059,2021/5/26,4,16,27,28,35,2,9
21060,2021/5/29,9,13,25,31,33,3,7
21061,2021/5/31,15,19,20,26,32,4,7
21062,2021/6/2,4,6,23,32,34,5,7
21063,2021/6/5,5,9,14,29,30,9,11
21064,2021/6/7,1,17,19,32,34,6,10
21065,2021/6/9,23,25,30,31,35,7,8
21066,2021/6/12,24,26,29,34,35,9,11
21067,2021/6/14,1,4,22,23,34,8,9
21068,2021/6/16,2,20,21,26,30,2,10
21069,2021/6/19,1,3,24,32,33,4,6
21070,2021/6/21,3,20,21,22,24,6,12
21071,2021/6/23,8,11,16,29,35,1,4
21072,2021/6/26,2,3,15,22,26,3,11
21073,2021/6/28,8,12,14,20,24,6,10
21074,2021/6/30,11,14,18,20,25,3,7
21075,2021/7/3,6,14,15,17,20,1,5
21076,2021/7/5,6,13,22,25,26,2,4
21077,2021/7/7,2,6,9,21,25,6,8
21078,2021/7/10,2,8,17,19,25,1,5
21079,2021/7/12,6,14,19,26,33,8,11
21080,2021/7/14,15,16,20,29,30,6,10
21081,2021/7/17,5,13,24,29,35,7,8
21082,2021/7/19,1,14,22,29,33,3,10
21083,2021/7/21,7,9,11,26,35,1,8
21084,2021/7/24,2,10,14,30,33,6,9
21085,2021/7/26,1,12,15,26,35,10,11
21086,2021/7/28,2,3,7,16,17,6,10
21087,2021/7/31,10,14,15,25,28,3,10
21088,2021/8/2,2,14,31,34,35,1,7
21089,2021/8/4,1,17,24,28,35,10,12
21090,2021/8/7,6,7,19,26,32,6,12
21091,2021/8/9,1,4,10,21,29,3,5
21092,2021/8/11,12,14,27,28,34,3,7
21093,2021/8/14,20,25,27,28,31,8,11
21094,2021/8/16,5,6,24,27,33,5,12
21095,2021/8/18,10,15,19,20,30,11,12
21096,2021/8/21,7,8,10,20,21,1,5
21097,2021/8/23,11,26,30,31,33,3,10
21098,2021/8/25,2,7,21,27,33,7,9
21099,2021/8/28,15,19,27,28,30,3,4
21100,2021/8/30,7,11,23,26,28,2,7
21101,2021/9/1,13,18,19,27,32,6,11
21102,2021/9/4,2,8,11,16,23,2,7
21103,2021/9/6,4,10,23,30,31,5,11
21104,2021/9/8,23,25,26,30,33,3,11
21105,2021/9/11,7,10,11,17,18,4,9
21106,2021/9/13,2,13,14,32,34,2,12
21107,2021/9/15,3,5,13,20,25,7,11
21108,2021/9/18,5,19,22,26,35,2,6
21109,2021/9/20,3,4,7,27,31,6,9
21110,2021/9/22,11,14,29,31,32,11,12
21111,2021/9/25,7,8,15,19,28,8,9
21112,2021/9/27,18,21,22,23,35,11,12
21113,2021/9/29,17,18,25,27,28,4,8
21114,2021/10/6,8,9,13,29,30,1,11
21115,2021/10/9,8,13,19,20,29,6,10
21116,2021/10/11,4,25,28,29,35,3,11
21117,2021/10/13,11,18,21,22,33,5,6
21118,2021/10/16,14,17,18,28,34,2,3
21119,2021/10/18,1,2,9,16,30,9,10
21120,2021/10/20,5,10,21,25,31,5,11
21121,2021/10/23,2,15,19,29,30,2,9
21122,2021/10/25,14,15,26,27,29,4,5
21123,2021/10/27,8,23,26,27,33,8,9
21124,2021/10/30,10,17,22,25,35,7,9
21125,2021/11/1,17,19,21,27,31,4,9
21126,2021/11/3,1,11,12,34,35,9,12
21127,2021/11/6,1,2,15,17,26,2,11
21128,2021/11/8,14,17,18,23,27,5,8
21129,2021/11/10,2,16,17,18,34,4,10
21130,2021/11/13,2,3,14,27,28,5,10
21131,2021/11/15,6,8,16,34,35,5,6
21132,2021/11/17,4,21,28,29,33,3,11
21133,2021/11/20,8,9,17,26,28,6,8
21134,2021/11/22,2,6,14,19,28,1,6
21135,2021/11/24,4,7,17,29,31,5,6
21136,2021/11/27,8,12,19,27,33,2,5
21137,2021/11/29,2,7,13,14,19,4,5
21138,2021/12/1,9,11,12,15,31,5,11
21139,2021/12/4,5,13,18,23,34,8,9
21140,2021/12/6,5,24,26,33,35,9,12
21141,2021/12/8,2,8,16,29,34,5,12
21142,2021/12/11,11,13,17,19,25,2,9
21143,2021/12/13,9,17,19,29,34,4,11
21144,2021/12/15,3,20,25,30,34,2,9
21145,2021/12/18,3,8,25,29,30,1,6
21146,2021/12/20,3,5,8,18,20,9,11
21147,2021/12/22,1,2,8,12,26,1,7
21148,2021/12/25,1,4,12,16,29,4,8
21149,2021/12/27,20,26,28,30,35,10,11
21150,2021/12/29,4,10,11,23,26,7,10
22001,2022/1/1,8,11,19,22,29,3,11
22002,2022/1/3,4,6,7,9,24,4,12
22003,2022/1/5,2,18,24,25,34,8,12
22004,2022/1/8,7,20,27,30,33,3,4
22005,2022/1/10,2,13,17,19,34,5,9
22006,2022/1/12,1,5,7,17,20,5,12
22007,2022/1/15,5,22,23,25,35,3,11
22008,2022/1/17,1,2,13,18,34,6,7
22009,2022/1/19,13,14,18,31,33,7,10
22010,2022/1/22,4,19,25,31,35,2,11
22011,2022/1/24,3,5,17,24,32,5,12
22012,2022/1/26,3,5,10,33,34,7,10
22013,2022/2/9,4,9,16,25,32,5,6
22014,2022/2/12,1,4,10,18,32,1,9
22015,2022/2/14,1,2,8,12,30,5,12
22016,2022/2/16,1,7,17,26,32,1,9
22017,2022/2/19,10,14,18,23,25,7,11
22018,2022/2/21,16,21,29,31,34,6,9
22019,2022/2/23,1,4,7,17,21,1,2
22020,2022/2/26,16,17,30,31,35,8,9
22021,2022/2/28,11,15,16,18,35,6,9
22022,2022/3/2,1,5,14,17,28,6,7
22023,2022/3/5,4,5,18,20,25,11,12
22024,2022/3/7,1,2,11,30,35,1,12
22025,2022/3/9,4,7,22,24,29,1,7
22026,2022/3/12,11,14,22,23,27,8,10
22027,2022/3/14,3,6,11,31,32,5,12
22028,2022/3/16,4,9,16,17,35,1,7
22029,2022/3/19,7,8,10,14,17,10,12
22030,2022/3/21,12,14,15,21,30,1,9
22031,2022/3/23,7,14,16,20,28,4,8
22032,2022/3/26,5,9,18,31,32,1,5
22033,2022/3/28,8,15,16,19,33,3,4
22034,2022/3/30,2,10,24,27,28,6,7
22035,2022/4/2,9,11,13,23,31,5,8
22036,2022/4/4,18,19,21,26,34,6,7
22037,2022/4/6,1,9,17,20,28,6,10
22038,2022/4/9,7,9,11,12,26,9,12
22039,2022/4/11,1,8,11,22,31,5,11
22040,2022/4/13,10,19,25,29,33,8,12
22041,2022/4/16,5,15,25,26,33,6,11
22042,2022/4/18,8,10,11,29,32,2,6
22043,2022/4/20,2,16,17,24,30,9,12
22044,2022/4/23,1,2,16,17,20,3,7
22045,2022/4/25,2,3,7,12,20,1,5
22046,2022/4/27,6,7,12,22,27,3,5
22047,2022/4/30,7,10,11,12,33,3,11
22048,2022/5/2,16,22,28,29,32,8,9
22049,2022/5/4,6,10,20,28,35,1,10
22050,2022/5/7,2,10,21,24,30,8,10
22051,2022/5/9,1,16,17,19,33,5,6
22052,2022/5/11,1,13,18,29,35,4,9
22053,2022/5/14,9,17,19,20,25,1,9
22054,2022/5/16,5,16,21,23,34,7,10
22055,2022/5/18,1,2,12,15,23,4,6
22056,2022/5/21,2,11,15,17,31,7,9
22057,2022/5/23,6,12,18,21,35,7,10
22058,2022/5/25,3,4,24,26,35,7,8
22059,2022/5/28,4,15,18,32,34,4,9
22060,2022/5/30,2,6,10,11,20,3,9
22061,2022/6/1,6,9,19,22,30,1,6
22062,2022/6/4,5,9,11,12,31,7,11
22063,2022/6/6,2,3,22,26,31,6,10
22064,2022/6/8,2,19,22,25,35,5,7
22065,2022/6/11,5,10,13,22,28,1,4
22066,2022/6/13,2,24,25,26,34,3,12
22067,2022/6/15,4,14,15,32,33,10,11
22068,2022/6/18,3,6,10,15,23,3,8
22069,2022/6/20,2,3,23,28,35,2,9
22070,2022/6/22,1,7,17,23,35,7,11
22071,2022/6/25,9,15,19,25,29,8,9
22072,2022/6/27,1,12,13,15,30,3,7
22073,2022/6/29,11,18,21,25,32,2,4
22074,2022/7/2,2,6,21,25,28,2,6
22075,2022/7/4,4,12,13,17,18,7,9
22076,2022/7/6,5,17,30,34,35,2,9
22077,2022/7/9,5,10,11,16,19,1,10
22078,2022/7/11,2,3,18,20,27,1,2
22079,2022/7/13,7,10,19,26,32,8,12
22080,2022/7/16,10,17,30,31,34,3,6
22081,2022/7/18,5,10,19,31,32,9,10
22082,2022/7/20,4,26,27,30,33,2,9
22083,2022/7/23,2,9,17,26,32,4,6
22084,2022/7/25,3,11,19,25,27,4,12
22085,2022/7/27,11,16,31,33,35,6,8
22086,2022/7/30,4,10,21,28,31,8,11
22087,2022/8/1,4,6,10,24,28,6,12
22088,2022/8/3,1,8,10,20,35,6,11
22089,2022/8/6,1,20,21,31,33,3,11
22090,2022/8/8,1,20,24,25,31,9,12
22091,2022/8/10,2,11,20,22,34,4,12
22092,2022/8/13,1,4,12,23,29,5,12
22093,2022/8/15,7,11,14,21,29,7,10
22094,2022/8/17,3,4,7,12,19,2,5
22095,2022/8/20,5,8,22,25,35,2,7
22096,2022/8/22,16,19,24,27,33,1,6
22097,2022/8/24,5,13,22,28,29,5,11
22098,2022/8/27,1,3,6,11,13,3,11
22099,2022/8/29,7,18,25,27,33,4,5
22100,2022/8/31,10,19,20,23,31,3,7
22101,2022/9/3,2,4,6,7,8,3,6
22102,2022/9/5,1,5,14,20,30,2,4
22103,2022/9/7,8,12,16,21,32,1,12
22104,2022/9/10,3,5,13,19,25,2,5
22105,2022/9/12,1,8,9,21,22,1,4
22106,2022/9/14,16,17,21,28,32,4,7
22107,2022/9/17,7,9,19,28,29,8,10
